date.gs,reg_02.gs,마스크,스타킹,스테디셀러,일회용품,"계절성(여름,겨울)",00~19,20~39,40~59,60~99,F,M,temp_max,wind_max,temp_min,temp_avg,rhumid_avg,wa_avg,rain_sum
2018-08-15,3분위수,28.0,21.0,10399.0,336.0,11753.0,736,14707,6848,765,14087,8969,37.7,5.0,26.1,30.6,68.6,1.4,4.9
2018-08-15,4분위수,84.0,70.0,23909.0,912.0,29576.0,1227,35686,15805,2050,31750,23018,38.7,4.8,27.8,31.8,62.5,1.5,0.1
2018-08-16,1분위수,21.0,84.0,6934.0,358.0,10133.0,497,10540,6072,421,9466,8064,34.6,5.0,24.8,29.8,57.5,2.8,0.0
2018-08-16,2분위수,28.0,49.0,9358.0,513.0,12643.0,602,14242,7074,673,13636,8955,34.4,5.4,24.1,29.2,56.3,3.0,0.0
2018-08-16,3분위수,49.0,42.0,8547.0,351.0,9442.0,434,11390,5856,758,11549,6889,33.8,5.3,24.1,28.8,59.4,2.6,0.0
2018-08-16,4분위수,56.0,126.0,21076.0,1018.0,29763.0,1324,34073,14454,2195,29961,22085,35.0,4.8,24.7,30.0,53.5,2.1,0.0
2018-08-17,1분위수,14.0,28.0,8310.0,224.0,8996.0,455,11178,5525,428,10028,7558,33.2,4.7,22.0,27.0,46.0,2.7,0.0
2018-08-17,2분위수,35.0,91.0,12531.0,589.0,10757.0,392,15475,7534,602,14380,9623,32.6,5.0,21.8,26.4,46.3,3.0,0.0
2018-08-17,3분위수,7.0,56.0,10532.0,357.0,10062.0,729,13683,5899,703,13295,7719,32.5,4.6,21.3,26.4,47.6,2.6,0.0
2018-08-17,4분위수,35.0,168.0,25587.0,1034.0,29876.0,939,37161,16536,2085,33508,23213,33.3,4.5,22.2,27.1,42.5,2.3,0.0
2018-08-18,1분위수,21.0,42.0,7678.0,323.0,9645.0,392,11147,5580,590,9879,7830,31.6,3.9,22.0,26.5,52.0,1.7,0.0
2018-08-18,2분위수,14.0,35.0,11635.0,470.0,12612.0,469,16802,6935,560,14379,10387,31.4,3.7,21.6,26.0,52.0,1.9,0.0
2018-08-18,3분위수,0.0,56.0,11854.0,337.0,12428.0,721,15961,7164,829,14929,9746,31.2,3.3,20.4,25.6,54.4,1.4,0.0
2018-08-18,4분위수,91.0,140.0,26786.0,1019.0,31226.0,1093,39258,16466,2536,34010,25343,31.5,3.7,22.3,26.4,47.5,1.9,0.0
2018-08-19,1분위수,21.0,42.0,7025.0,316.0,9105.0,442,10614,5054,399,9009,7500,33.2,3.2,23.6,27.9,57.0,1.3,0.0
2018-08-19,2분위수,14.0,42.0,10474.0,315.0,12512.0,441,15019,7085,812,13660,9697,32.9,3.1,23.1,27.4,58.7,1.4,0.0
2018-08-19,3분위수,7.0,28.0,10435.0,259.0,10870.0,637,14152,6313,497,12681,8918,32.9,2.9,22.0,27.0,59.4,1.1,0.0
2018-08-19,4분위수,70.0,91.0,24039.0,955.0,27764.0,988,35967,13921,2050,31353,21573,33.5,3.1,23.2,27.6,54.0,1.4,0.0
2018-08-20,1분위수,7.0,14.0,6868.0,238.0,7809.0,392,8966,5170,485,8726,6287,33.0,5.6,25.2,29.0,61.2,2.2,0.0
2018-08-20,2분위수,28.0,70.0,9586.0,541.0,10796.0,546,13155,6667,744,12710,8402,32.8,5.1,24.5,28.4,62.7,2.1,0.0
2018-08-20,3분위수,21.0,35.0,8777.0,337.0,10600.0,602,12656,5929,625,12306,7506,32.5,4.6,23.8,28.2,64.0,1.9,0.0
2018-08-20,4분위수,84.0,189.0,21727.0,1060.0,25328.0,1050,32595,13095,1971,28587,20124,32.8,4.7,25.0,28.7,60.0,2.1,0.0
2018-08-21,1분위수,7.0,56.0,7541.0,288.0,8708.0,448,10318,5638,350,9227,7527,30.7,6.1,23.3,26.6,77.5,2.6,5.8
2018-08-21,2분위수,14.0,70.0,10361.0,554.0,10302.0,686,13903,6340,561,12625,8865,31.3,5.1,22.8,26.2,77.0,2.2,5.2
2018-08-21,3분위수,14.0,35.0,9602.0,280.0,8915.0,574,12217,5831,497,12055,7064,30.6,4.9,22.4,26.0,77.6,1.9,5.5
2018-08-21,4분위수,84.0,147.0,23827.0,1154.0,23014.0,1037,32723,13096,1952,28496,20312,31.1,5.0,22.9,26.4,75.0,2.2,6.0
2018-08-22,1분위수,0.0,7.0,7979.0,259.0,9251.0,406,10156,6428,569,9760,7799,37.2,4.1,23.7,30.6,61.8,1.8,0.0
2018-08-22,2분위수,14.0,91.0,10079.0,519.0,11209.0,315,14405,6870,399,13352,8637,36.5,4.0,23.1,30.0,64.0,2.0,0.0
2018-08-22,3분위수,14.0,70.0,9366.0,463.0,10881.0,644,13103,6653,513,13324,7589,36.3,3.3,22.4,29.8,63.8,1.5,0.0
2018-08-22,4분위수,49.0,161.0,23502.0,893.0,27176.0,1079,33844,15228,1833,30136,21848,36.9,4.0,23.5,30.4,59.5,1.6,0.0
2018-08-23,1분위수,0.0,63.0,8584.0,350.0,8309.0,392,11078,5836,512,9545,8273,31.8,4.5,25.8,29.4,67.0,2.6,2.3
2018-08-23,2분위수,21.0,35.0,11826.0,592.0,9988.0,511,15574,6626,644,14362,8993,31.6,4.8,25.1,28.8,66.0,2.8,2.0
2018-08-23,3분위수,21.0,35.0,11846.0,365.0,9273.0,504,14561,6671,674,13499,8911,31.3,4.3,25.4,28.9,66.8,2.5,2.2
2018-08-23,4분위수,49.0,217.0,28654.0,1013.0,23125.0,988,36825,15968,1549,30721,24609,32.1,4.0,25.7,29.3,62.5,2.1,3.0
2018-08-24,1분위수,35.0,42.0,8887.0,238.0,6743.0,280,10285,5577,315,9033,7424,26.6,4.5,23.3,24.4,90.5,2.5,8.2
2018-08-24,2분위수,35.0,70.0,11259.0,420.0,9122.0,455,13459,7168,539,13270,8351,26.6,4.5,22.7,23.9,88.7,2.2,7.8
2018-08-24,3분위수,21.0,49.0,11075.0,323.0,7856.0,490,12560,5745,837,12574,7058,26.4,3.7,22.7,23.8,91.0,1.8,10.7
2018-08-24,4분위수,42.0,105.0,27421.0,892.0,22721.0,1416,36611,13193,1269,31888,20601,27.2,3.8,23.1,24.3,90.0,2.0,8.4
2018-08-25,1분위수,28.0,63.0,7718.0,280.0,8581.0,441,10221,5623,385,9583,7087,29.0,5.0,22.7,25.2,74.8,2.6,0.0
2018-08-25,2분위수,42.0,105.0,12059.0,442.0,11672.0,553,16304,6917,546,14519,9801,29.6,4.1,22.2,25.0,74.3,1.9,0.0
2018-08-25,3분위수,70.0,77.0,11193.0,400.0,11514.0,518,14617,7467,659,13917,9344,29.0,3.8,21.5,24.9,75.4,1.8,0.0
2018-08-25,4분위수,63.0,218.0,26000.0,1138.0,29490.0,1127,37540,16261,2023,32299,24652,29.1,3.8,22.4,25.1,73.0,2.0,0.0
2018-08-26,1분위수,7.0,28.0,8692.0,161.0,7782.0,364,11192,5353,442,10302,7049,29.1,4.2,20.3,23.3,76.2,1.5,0.9
2018-08-26,2분위수,21.0,35.0,12280.0,477.0,9479.0,749,15084,6804,491,13774,9354,28.9,4.2,19.8,22.8,77.0,1.6,1.0
2018-08-26,3분위수,42.0,56.0,13111.0,231.0,9513.0,595,15142,7175,560,13637,9835,28.7,3.2,19.0,22.5,78.4,1.2,1.2
2018-08-26,4분위수,56.0,161.0,27492.0,872.0,24015.0,1316,37511,14985,1559,33090,22281,29.0,3.7,19.9,22.8,75.5,1.5,1.6
2018-08-27,1분위수,7.0,63.0,7304.0,231.0,5269.0,393,8209,4279,350,7574,5657,25.1,3.2,19.9,22.7,93.8,1.2,24.6
2018-08-27,2분위수,7.0,77.0,10329.0,428.0,8067.0,357,12733,5819,490,11351,8048,24.6,4.1,19.4,22.2,92.0,1.6,18.3
2018-08-27,3분위수,14.0,28.0,9165.0,294.0,6570.0,511,10518,4769,652,9884,6566,24.8,3.0,19.4,22.1,94.2,1.0,25.7
2018-08-27,4분위수,56.0,147.0,22715.0,787.0,18165.0,896,29120,11828,1396,24729,18511,25.4,3.2,19.7,22.7,94.0,1.1,21.4
2018-08-28,1분위수,7.0,35.0,7896.0,168.0,5645.0,378,8854,5159,364,8270,6485,26.5,6.1,22.1,23.7,94.2,1.2,124.1
2018-08-28,2분위수,28.0,105.0,10364.0,498.0,6022.0,441,12245,5489,455,11213,7417,26.4,6.8,22.0,23.4,92.7,1.6,91.1
2018-08-28,3분위수,35.0,35.0,10538.0,350.0,5793.0,595,11985,4938,470,10904,7084,26.3,5.4,21.5,23.2,94.6,1.1,121.7
2018-08-28,4분위수,35.0,126.0,25350.0,955.0,16584.0,959,31680,12169,1206,27007,19007,26.1,5.4,22.4,23.6,96.5,1.2,98.9
2018-08-29,1분위수,35.0,84.0,9045.0,238.0,6124.0,343,10317,5118,407,9284,6901,28.3,5.2,22.7,25.2,90.8,2.6,80.8
2018-08-29,2분위수,49.0,84.0,11203.0,449.0,8245.0,617,14283,5313,737,13175,7775,28.0,4.9,22.3,25.0,88.7,2.3,30.0
2018-08-29,3분위수,21.0,28.0,10226.0,315.0,6629.0,553,12078,4497,574,10137,7565,27.8,4.6,22.2,24.8,90.6,1.9,61.8
2018-08-29,4분위수,35.0,147.0,25259.0,828.0,18276.0,1100,31230,12763,1199,26272,20020,28.9,4.3,22.7,25.6,90.0,2.2,26.3
2018-08-30,1분위수,0.0,56.0,8184.0,273.0,7415.0,364,9705,5691,287,9149,6898,29.2,4.0,23.8,25.9,84.0,1.7,22.2
2018-08-30,2분위수,21.0,84.0,10564.0,400.0,9010.0,371,13172,6123,672,12625,7713,29.4,3.7,23.3,25.6,82.3,1.3,13.7
2018-08-30,3분위수,28.0,56.0,9958.0,294.0,8497.0,539,11614,5871,998,12242,6780,28.8,3.5,23.4,25.6,84.2,1.4,15.5
2018-08-30,4분위수,56.0,147.0,24414.0,1067.0,21864.0,1129,31035,14114,1670,27213,20735,29.3,3.4,23.9,26.0,81.5,1.5,7.1
2018-08-31,1분위수,21.0,84.0,9100.0,385.0,9444.0,364,11073,7127,505,11273,7796,30.5,4.3,22.7,25.6,71.2,1.7,0.2
2018-08-31,2분위수,14.0,63.0,11924.0,513.0,12721.0,666,14696,9369,546,14602,10675,30.6,3.3,22.2,25.3,70.7,1.4,0.2
2018-08-31,3분위수,21.0,98.0,11403.0,386.0,10231.0,855,13740,6786,828,13873,8336,29.9,3.2,21.3,24.9,73.4,1.2,0.4
2018-08-31,4분위수,35.0,238.0,25602.0,991.0,25591.0,1072,35418,14472,1712,30277,22397,30.0,3.3,22.5,25.4,70.0,1.5,0.2
2018-09-01,1분위수,35.0,42.0,9044.0,295.0,10020.0,399,11517,6973,547,10811,8625,30.8,3.8,21.2,25.7,64.0,1.9,0.0
2018-09-01,2분위수,14.0,70.0,13390.0,449.0,12562.0,666,17344,7915,574,15711,10788,30.6,4.5,21.0,25.5,63.7,2.1,0.0
2018-09-01,3분위수,14.0,161.0,12466.0,420.0,12898.0,868,16382,8000,730,15864,10116,30.2,3.9,19.8,25.0,65.6,1.8,0.0
2018-09-01,4분위수,105.0,154.0,28895.0,1039.0,30171.0,1247,41211,15969,1958,34963,25422,31.0,3.5,21.0,25.8,61.5,1.7,0.0
2018-09-02,1분위수,14.0,21.0,6742.0,245.0,7783.0,364,9092,4654,709,8644,6175,30.0,3.6,20.4,25.2,61.5,1.8,0.0
2018-09-02,2분위수,21.0,49.0,10793.0,490.0,11582.0,518,14921,6689,807,13079,9856,29.6,4.0,20.4,24.6,61.0,2.0,0.0
2018-09-02,3분위수,21.0,28.0,10536.0,252.0,10127.0,694,14463,5198,616,12235,8736,28.8,3.2,19.0,24.4,64.4,1.6,0.0
2018-09-02,4분위수,112.0,210.0,23637.0,883.0,24785.0,1505,34339,12035,1783,28064,21598,29.9,3.5,20.6,25.1,60.0,1.8,0.0
2018-09-03,1분위수,7.0,56.0,7219.0,273.0,6088.0,462,9717,4322,217,7784,6934,26.6,4.9,21.1,23.6,88.0,1.2,31.3
2018-09-03,2분위수,21.0,84.0,9421.0,471.0,7196.0,476,12979,4807,406,11477,7191,26.9,4.0,20.6,23.0,85.3,1.6,31.6
2018-09-03,3분위수,14.0,56.0,9488.0,252.0,6590.0,779,11635,4676,568,10281,7377,26.0,3.8,20.5,22.8,88.2,1.0,32.2
2018-09-03,4분위수,49.0,196.0,23264.0,857.0,15873.0,917,28817,11806,1312,24676,18176,27.6,4.3,20.9,23.6,85.5,1.4,34.2
2018-09-04,1분위수,28.0,70.0,7202.0,245.0,6941.0,322,9552,4304,308,8127,6359,28.4,4.6,20.4,23.8,72.2,2.0,0.0
2018-09-04,2분위수,35.0,70.0,9869.0,485.0,9673.0,962,13346,5215,616,12219,7920,28.7,4.4,19.9,23.4,71.0,1.8,0.0
2018-09-04,3분위수,35.0,42.0,9098.0,357.0,8692.0,406,12050,4939,836,10212,8019,28.2,4.5,19.0,23.0,72.4,1.5,0.0
2018-09-04,4분위수,70.0,224.0,21959.0,906.0,20977.0,875,30037,12059,1172,25813,18330,28.3,5.1,20.4,23.8,70.5,2.0,0.0
2018-09-05,1분위수,14.0,56.0,7744.0,217.0,6452.0,518,9148,4530,308,8311,6193,28.6,6.1,20.7,24.5,66.5,2.5,0.0
2018-09-05,2분위수,49.0,126.0,9907.0,490.0,8785.0,714,12886,5386,378,11169,8195,28.7,4.8,20.2,24.3,64.0,2.1,0.0
2018-09-05,3분위수,28.0,56.0,9900.0,470.0,8266.0,602,12045,5541,532,10877,7843,28.3,5.2,18.9,23.7,66.8,2.0,0.0
2018-09-05,4분위수,63.0,266.0,21394.0,887.0,20975.0,896,29373,11828,1495,25271,18321,28.9,5.0,20.3,24.5,63.5,2.1,0.0
2018-09-06,1분위수,21.0,35.0,7752.0,210.0,6785.0,343,9973,4304,541,8846,6315,28.4,5.9,20.4,24.0,76.5,2.1,1.8
2018-09-06,2분위수,42.0,161.0,10528.0,673.0,9952.0,679,14780,5974,371,13448,8356,28.6,4.9,20.2,23.7,77.7,1.6,2.3
2018-09-06,3분위수,21.0,42.0,9079.0,273.0,8163.0,644,11611,5480,491,10998,7228,28.2,4.3,19.0,23.2,79.2,1.5,3.4
2018-09-06,4분위수,161.0,259.0,24256.0,1074.0,17457.0,967,29681,13844,1538,25481,20549,28.7,4.5,20.5,23.8,75.5,1.9,1.3
2018-09-07,1분위수,35.0,70.0,8523.0,301.0,7646.0,301,10268,5436,584,9610,6979,26.0,4.8,19.6,22.3,60.0,2.3,1.1
2018-09-07,2분위수,49.0,126.0,12263.0,583.0,9586.0,651,15202,6215,581,13764,8885,26.5,4.2,18.6,21.8,59.7,2.0,1.2
2018-09-07,3분위수,35.0,70.0,10393.0,365.0,8311.0,532,13013,5153,490,11411,7777,25.6,3.9,17.4,21.3,61.4,1.9,1.4
2018-09-07,4분위수,105.0,322.0,25975.0,1048.0,21336.0,1058,32708,13659,1522,28062,20885,26.2,4.3,18.8,22.0,58.5,2.4,2.2
2018-09-08,1분위수,42.0,70.0,7767.0,322.0,8381.0,567,10398,5238,379,9581,7001,27.6,4.1,16.2,22.0,55.2,1.6,0.0
2018-09-08,2분위수,63.0,154.0,11953.0,428.0,12124.0,637,16810,6518,757,14355,10367,27.2,3.9,15.7,21.4,58.0,1.6,0.0
2018-09-08,3분위수,42.0,168.0,12539.0,498.0,10912.0,623,15942,6984,610,14611,9548,26.9,3.6,14.4,20.5,57.8,1.3,0.0
2018-09-08,4분위수,98.0,316.0,27205.0,920.0,25526.0,1078,37317,14290,1387,31970,22102,27.4,3.6,15.9,21.6,51.0,1.6,0.0
2018-09-09,1분위수,42.0,63.0,8697.0,252.0,8042.0,406,10895,5269,526,10326,6770,28.2,4.1,16.2,22.2,56.2,1.4,0.0
2018-09-09,2분위수,21.0,147.0,11870.0,414.0,10777.0,581,15312,6769,574,13324,9912,27.8,4.0,15.9,21.8,59.3,1.5,0.0
2018-09-09,3분위수,56.0,56.0,12989.0,400.0,10295.0,763,14688,7335,1010,14483,9313,27.6,3.4,14.4,21.0,59.0,1.2,0.0
2018-09-09,4분위수,168.0,252.0,27426.0,864.0,25327.0,1030,36160,15529,1339,31449,22609,28.0,3.6,16.0,21.9,53.0,1.4,0.0
2018-09-10,1분위수,21.0,56.0,8040.0,329.0,5991.0,343,9066,4614,414,7909,6528,28.1,3.8,18.6,22.9,56.0,2.0,0.0
2018-09-10,2분위수,345.0,119.0,10240.0,666.0,9184.0,533,14280,5377,399,12654,7935,27.6,4.2,18.8,22.4,55.7,2.2,0.0
2018-09-10,3분위수,21.0,119.0,10112.0,386.0,7819.0,679,12378,4896,504,11069,7388,27.4,3.6,17.2,22.0,59.0,1.8,0.0
2018-09-10,4분위수,77.0,245.0,20534.0,926.0,17863.0,882,26620,10862,1281,22975,16670,27.8,3.4,18.9,22.8,53.5,1.7,0.0
2018-09-11,1분위수,7.0,91.0,7750.0,231.0,6833.0,603,9250,4561,498,8532,6380,25.9,3.8,17.0,21.5,54.5,1.9,0.0
2018-09-11,2분위수,42.0,105.0,10909.0,478.0,8021.0,483,12888,5645,539,11948,7607,25.3,4.2,17.1,21.0,54.7,2.1,0.0
2018-09-11,3분위수,42.0,77.0,10552.0,358.0,7528.0,819,12125,5115,498,11358,7199,25.1,3.4,15.2,20.6,57.6,1.7,0.0
2018-09-11,4분위수,224.0,231.0,23751.0,758.0,19387.0,1002,28617,13412,1327,24602,19756,25.9,3.4,17.0,21.4,52.0,1.7,0.0
2018-09-12,1분위수,49.0,63.0,6648.0,365.0,7086.0,413,8817,4694,287,7991,6220,27.7,3.4,17.2,22.5,60.0,1.5,0.0
2018-09-12,2분위수,42.0,154.0,10852.0,506.0,9237.0,623,13909,5678,581,12364,8427,27.4,3.8,17.4,22.2,59.3,1.9,0.0
2018-09-12,3분위수,42.0,98.0,10383.0,400.0,8571.0,539,13701,4742,512,11615,7879,27.4,3.0,16.3,21.7,62.6,1.4,0.0
2018-09-12,4분위수,210.0,308.0,23160.0,921.0,26858.0,910,30190,19067,1290,24695,26762,27.7,3.4,17.6,22.4,55.5,1.5,0.0
2018-09-13,1분위수,14.0,49.0,7373.0,295.0,6775.0,294,9387,4314,511,8210,6296,27.8,3.1,20.1,23.1,71.5,1.4,0.0
2018-09-13,2분위수,56.0,126.0,10730.0,372.0,9541.0,595,13979,5768,483,12566,8259,27.1,3.6,20.0,22.8,71.3,1.8,0.0
2018-09-13,3분위수,42.0,42.0,9410.0,294.0,8810.0,490,12523,5172,413,10380,8218,27.0,2.9,19.0,22.2,73.4,1.2,0.0
2018-09-13,4분위수,133.0,301.0,23703.0,984.0,20040.0,1015,30001,12884,1268,25520,19648,27.5,3.0,20.1,23.3,67.0,1.4,0.0
2018-09-14,1분위수,35.0,77.0,8963.0,273.0,7241.0,385,11571,4726,581,9482,7781,26.5,3.5,20.3,23.4,74.5,1.6,0.2
2018-09-14,2분위수,112.0,175.0,11904.0,485.0,10125.0,763,15830,6485,651,14670,9059,26.0,3.8,20.1,23.0,74.3,2.0,0.3
2018-09-14,3분위수,42.0,70.0,11270.0,252.0,8486.0,721,13630,5524,610,12456,8029,25.8,2.9,18.9,22.7,76.0,1.4,0.3
2018-09-14,4분위수,161.0,308.0,25059.0,954.0,20439.0,1225,32661,13706,1389,28693,20288,26.3,3.0,20.1,23.4,72.0,1.4,0.3
2018-09-15,1분위수,56.0,63.0,8517.0,336.0,7587.0,336,10991,5456,344,10327,6800,25.6,2.8,20.9,23.0,82.5,1.3,0.2
2018-09-15,2분위수,7.0,154.0,12410.0,407.0,11233.0,889,15948,7072,638,14621,9926,25.4,3.0,20.4,22.6,83.3,1.3,0.2
2018-09-15,3분위수,7.0,126.0,12694.0,441.0,10483.0,834,15592,6926,574,14505,9421,25.2,2.4,20.2,22.5,84.6,0.9,0.2
2018-09-15,4분위수,112.0,343.0,28376.0,1033.0,23836.0,1155,37255,14708,1712,31981,22849,25.5,2.6,20.7,22.8,83.0,1.2,0.5
2018-09-16,1분위수,42.0,42.0,8177.0,287.0,6045.0,491,9913,4859,210,8799,6674,24.6,3.0,21.3,22.4,87.2,1.2,1.4
2018-09-16,2분위수,70.0,77.0,11268.0,456.0,7980.0,637,14788,5292,287,13161,7843,24.5,2.4,20.6,21.9,85.7,1.0,1.9
2018-09-16,3분위수,35.0,98.0,11712.0,252.0,8208.0,834,13405,6284,435,12635,8323,24.4,2.2,20.7,21.9,87.2,0.9,1.3
2018-09-16,4분위수,84.0,154.0,25833.0,850.0,18811.0,1183,33425,11890,1537,27200,20835,24.7,2.9,21.2,22.3,86.5,1.2,1.5
2018-09-17,1분위수,7.0,63.0,6605.0,266.0,5817.0,673,8282,3586,238,7125,5654,28.0,4.0,18.6,22.5,68.5,1.6,0.0
2018-09-17,2분위수,63.0,91.0,9952.0,493.0,8598.0,644,12868,5153,532,11952,7245,28.1,3.3,18.1,22.1,68.0,1.3,0.0
2018-09-17,3분위수,35.0,84.0,9389.0,337.0,7475.0,721,11478,4701,434,10799,6535,27.8,3.0,17.2,21.8,69.0,1.2,0.0
2018-09-17,4분위수,84.0,301.0,21888.0,765.0,17680.0,777,27130,11627,1198,23758,16974,27.7,3.3,18.6,22.3,66.5,1.5,0.0
2018-09-18,1분위수,21.0,35.0,7477.0,245.0,5982.0,462,8655,4370,273,8001,5759,27.0,3.3,17.7,22.1,66.0,1.3,0.0
2018-09-18,2분위수,35.0,84.0,9800.0,583.0,8297.0,736,12608,5133,322,11229,7570,27.0,2.9,17.3,22.0,67.0,1.1,0.0
2018-09-18,3분위수,42.0,112.0,9563.0,379.0,7874.0,476,12213,4644,637,11426,6544,26.6,3.1,16.2,21.3,66.0,1.0,0.0
2018-09-18,4분위수,77.0,378.0,23522.0,926.0,19293.0,1101,29497,11742,1863,24514,19689,26.9,3.1,17.6,22.1,61.0,1.3,0.0
2018-09-19,1분위수,42.0,56.0,8557.0,350.0,6646.0,504,10176,5120,287,8141,7946,26.8,3.0,19.1,22.1,66.8,1.1,0.1
2018-09-19,2분위수,49.0,140.0,10869.0,541.0,8213.0,574,13800,6179,574,12518,8609,26.4,2.9,18.6,21.6,67.0,1.2,0.1
2018-09-19,3분위수,35.0,119.0,9298.0,315.0,7838.0,679,12274,4823,399,10748,7427,25.9,2.1,17.7,21.2,68.0,0.8,0.2
2018-09-19,4분위수,133.0,329.0,23083.0,742.0,17837.0,889,30163,11890,1683,26035,18590,26.4,2.9,18.9,21.9,60.5,1.1,0.1
2018-09-20,1분위수,35.0,91.0,8171.0,238.0,4264.0,399,8267,4120,329,6851,6264,20.6,3.6,17.6,18.9,88.0,2.0,5.1
2018-09-20,2분위수,63.0,154.0,10466.0,527.0,7425.0,630,12727,5286,511,10839,8315,20.1,4.2,17.2,18.5,87.0,2.5,4.3
2018-09-20,3분위수,42.0,98.0,10314.0,266.0,5815.0,588,11129,4677,604,10448,6550,20.2,4.0,17.1,18.6,88.4,1.9,5.2
2018-09-20,4분위수,63.0,392.0,24219.0,815.0,13800.0,989,27605,10517,1276,22840,17547,20.5,3.3,17.7,19.0,87.5,1.8,5.3
2018-09-21,1분위수,42.0,126.0,8678.0,231.0,6036.0,469,9252,5259,329,8429,6880,21.8,3.1,17.7,19.5,89.5,1.4,16.6
2018-09-21,2분위수,84.0,105.0,13141.0,407.0,8079.0,940,13847,6671,645,12265,9838,21.4,4.0,17.3,19.1,88.3,1.8,16.4
2018-09-21,3분위수,35.0,112.0,11456.0,379.0,7539.0,533,12349,6091,842,11802,8013,21.4,3.6,17.2,19.0,90.4,1.3,15.9
2018-09-21,4분위수,119.0,364.0,25663.0,836.0,17008.0,931,29820,12517,1501,26164,18605,22.0,3.2,17.7,19.5,89.0,1.2,17.1
2018-09-22,1분위수,0.0,49.0,7415.0,161.0,6786.0,350,8602,5109,470,8233,6298,26.3,5.0,17.3,21.1,66.0,1.7,4.7
2018-09-22,2분위수,14.0,147.0,11105.0,456.0,9318.0,750,13738,6139,476,12301,8802,26.3,3.7,16.7,20.7,66.0,1.3,5.2
2018-09-22,3분위수,28.0,91.0,10989.0,337.0,9586.0,567,12869,7076,568,13090,7990,25.7,4.0,15.5,20.2,67.0,1.3,3.7
2018-09-22,4분위수,133.0,260.0,23087.0,978.0,18887.0,1235,29159,11828,1354,25022,18554,26.3,4.0,17.0,21.0,61.5,1.5,7.9
2018-09-23,1분위수,35.0,14.0,8177.0,308.0,7067.0,343,9191,5443,624,9555,6046,25.3,4.2,16.1,19.8,59.2,1.6,0.0
2018-09-23,2분위수,49.0,105.0,10934.0,399.0,8277.0,758,12300,6132,595,11223,8562,25.3,3.6,15.9,19.6,58.0,1.6,0.0
2018-09-23,3분위수,21.0,49.0,12367.0,427.0,9936.0,630,13364,7893,913,13739,9061,24.8,3.5,14.4,19.0,58.8,1.3,0.0
2018-09-23,4분위수,77.0,189.0,21924.0,659.0,17153.0,945,26823,11027,1249,22180,17864,25.2,3.8,16.0,19.9,54.5,1.7,0.0
2018-09-24,1분위수,49.0,98.0,8475.0,266.0,8176.0,315,9432,6974,343,9704,7360,22.3,4.3,15.3,18.3,50.5,1.8,0.0
2018-09-24,2분위수,42.0,63.0,11608.0,301.0,8381.0,568,12999,6303,525,11747,8648,22.3,4.0,14.1,17.8,53.3,1.8,0.0
2018-09-24,3분위수,49.0,63.0,13526.0,259.0,10232.0,595,14862,7506,1180,14582,9561,22.0,3.7,12.7,17.1,51.8,1.5,0.0
2018-09-24,4분위수,70.0,161.0,21071.0,596.0,18216.0,854,25987,12129,1158,23479,16649,22.1,4.0,14.1,17.9,48.0,1.9,0.0
2018-09-25,1분위수,28.0,63.0,7712.0,273.0,6407.0,441,8022,5655,372,8374,6116,23.9,3.6,11.8,18.0,54.8,1.5,0.0
2018-09-25,2분위수,56.0,119.0,11325.0,358.0,7714.0,560,12966,5547,499,11619,7953,23.3,3.9,11.5,17.6,56.0,1.8,0.0
2018-09-25,3분위수,63.0,105.0,11128.0,329.0,8149.0,617,12321,6029,807,11680,8094,23.2,3.4,10.0,16.8,57.4,1.3,0.0
2018-09-25,4분위수,154.0,224.0,23801.0,646.0,17159.0,1058,27966,11541,1461,24370,17656,24.0,3.2,11.7,17.9,50.0,1.3,0.0
2018-09-26,1분위수,7.0,77.0,6834.0,210.0,5149.0,301,7577,4042,357,7247,5030,24.2,3.6,16.0,19.1,55.5,2.0,0.0
2018-09-26,2분위수,42.0,56.0,9861.0,336.0,7338.0,308,11953,4791,588,10584,7056,23.7,4.2,16.3,19.0,52.0,2.4,0.0
2018-09-26,3분위수,42.0,105.0,10617.0,280.0,7643.0,575,11938,5473,701,11041,7646,23.5,3.6,15.0,18.6,57.6,1.8,0.0
2018-09-26,4분위수,77.0,287.0,23560.0,751.0,16608.0,981,27819,11249,1255,23941,17363,24.4,3.3,16.4,19.4,50.5,1.7,0.0
2018-09-27,1분위수,21.0,105.0,6803.0,288.0,5312.0,441,7604,4161,323,6990,5539,24.9,3.4,13.6,19.0,54.8,1.7,0.0
2018-09-27,2분위수,84.0,246.0,10460.0,541.0,6847.0,786,11222,5469,708,11345,6840,24.2,3.7,13.7,18.8,51.7,2.0,0.0
2018-09-27,3분위수,77.0,119.0,8880.0,329.0,6026.0,686,10304,4091,357,9327,6111,24.2,3.1,11.9,18.0,57.0,1.4,0.0
2018-09-27,4분위수,98.0,413.0,20237.0,918.0,15968.0,987,25323,9973,1358,20790,16851,24.6,3.2,14.6,19.2,49.0,1.5,0.0
2018-09-28,1분위수,28.0,154.0,7755.0,217.0,4569.0,385,8145,3983,210,7002,5721,22.0,3.0,14.5,17.8,65.8,1.4,0.0
2018-09-28,2분위수,49.0,231.0,11594.0,499.0,8708.0,637,14098,5688,672,12567,8528,21.2,3.5,14.6,17.6,63.3,1.8,0.0
2018-09-28,3분위수,28.0,147.0,10860.0,315.0,7386.0,567,12057,5298,821,11059,7684,21.6,2.8,13.0,16.8,68.0,1.3,0.0
